arm,reward
1,2.19
0,7.0
2,5.45
3,5.15
3,5.82
0,6.07
1,7.0
1,2.72
1,4.66
2,5.09
5,2.84
0,4.96
1,3.68
0,4.5
2,4.35
1,4.67
3,4.64
1,6.92
1,4.3
2,4.52
4,2.3
4,6.29
1,6.19
1,2.93
2,6.35
0,3.55
3,5.49
3,5.54
1,3.32
0,5.57
1,3.58
2,4.99
2,6.77
2,4.33
2,4.43
2,5.08
3,4.99
1,5.22
2,5.01
2,7.0
2,5.58
3,4.16
5,2.54
3,5.68
2,6.07
1,3.94
4,5.67
3,3.23
3,4.73
3,5.3
1,3.12
5,4.03
1,5.32
2,5.09
3,4.22
4,6.04
1,3.92
5,3.1
0,5.76
2,6.35
2,4.79
2,5.54
2,3.79
3,3.74
5,3.19
1,5.77
4,6.16
5,4.87
3,5.08
2,7.0
2,4.74
5,1.99
4,3.53
0,7.0
2,4.81
2,5.34
0,3.13
4,3.74
3,7.0
1,6.5
2,4.67
5,3.05
3,5.23
1,4.53
1,5.51
0,0.0
0,2.25
1,3.32
4,6.03
1,5.32
3,2.57
4,3.59
2,4.93
3,5.75
5,4.85
1,4.2
1,5.54
0,5.07
3,5.45
1,4.15
1,4.89
4,7.0
0,4.81
0,1.41
4,3.92
5,4.85
2,5.73
4,5.39
2,5.63
4,3.8
4,5.05
1,6.25
3,4.97
1,4.0
0,4.63
2,4.43
0,7.0
2,4.79
5,2.37
1,4.81
3,7.0
3,4.27
0,2.1
3,3.46
1,3.57
2,3.53
0,7.0
3,3.85
1,6.67
1,4.46
4,5.3
2,3.46
4,4.3
3,5.3
2,3.98
3,4.58
5,4.94
4,4.36
0,2.35
4,5.85
3,5.43
0,3.26
5,5.48
4,4.25
0,6.69
5,2.45
0,7.0
2,4.8
0,6.48
1,4.97
5,3.38
5,2.67
2,7.0
5,4.43
4,3.71
2,5.88
2,4.25
4,3.38
1,4.01
4,3.47
3,5.62
3,4.77
2,4.72
3,4.04
5,5.13
1,3.09
1,2.85
1,4.55
0,5.65
0,3.93
4,5.93
3,3.41
2,4.81
4,2.21
1,3.01
5,7.0
1,4.73
1,4.04
3,6.57
3,5.33
5,4.95
4,3.91
1,3.83
2,7.0
5,4.35
0,3.89
5,4.72
4,4.12
3,5.74
5,5.72
4,2.22
2,3.82
1,6.45
0,5.35
3,4.59
4,4.02
0,0.21
4,4.0
4,3.37
0,0.0
4,4.65
2,4.62
1,4.63
4,5.42
1,3.89
5,4.99
2,5.26
1,4.93
1,5.67
3,5.12
0,1.95
3,5.55
5,3.56
5,3.55
1,5.4
2,4.38
3,4.61
4,5.33
3,3.7
5,2.5
4,3.48
1,4.87
4,4.88
1,5.32
4,3.37
5,3.31
5,4.04
4,4.39
4,4.18
1,3.77
2,5.32
5,2.28
3,5.52
3,5.88
5,3.99
2,4.53
0,6.47
1,5.05
1,6.99
2,4.06
3,5.1
4,3.68
1,5.02
2,4.54
5,2.51
0,3.79
5,2.66
5,3.54
3,3.54
2,3.96
1,4.99
2,3.77
1,3.95
2,3.59
4,6.01
0,3.27
2,3.59
2,2.89
5,6.14
5,5.66
4,4.65
0,5.55
1,4.05
1,4.78
2,4.82
1,6.04
2,5.59
4,5.78
3,3.92
3,5.37
4,2.6
2,5.79
5,4.31
0,4.44
4,5.55
3,2.67
3,5.58
1,4.94
0,6.28
1,6.6
4,4.98
5,2.47
1,3.7
1,7.0
3,3.93
3,5.36
2,5.1
4,4.34
0,7.0
2,4.35
5,4.32
0,7.0
2,1.75
2,4.79
3,4.15
4,6.22
0,5.45
0,5.89
0,5.21
2,6.08
1,4.65
4,5.28
4,7.0
2,5.05
4,2.35
5,6.36
1,7.0
5,1.9
3,5.02
4,6.11
0,3.83
4,4.55
4,4.44
3,6.13
2,4.19
5,3.06
5,3.37
4,6.86
2,5.69
1,5.49
1,3.55
2,5.42
5,3.88
3,3.94
3,3.91
0,4.55
3,3.68
4,5.69
2,4.5
5,4.43
5,7.0
3,4.01
4,4.14
0,4.92
4,2.68
1,3.47
4,4.76
5,2.61
4,5.63
5,6.75
2,5.31
1,3.07
4,6.06
3,6.21
2,2.89
4,3.51
5,6.21
3,3.62
5,1.31
0,3.84
0,7.0
1,4.19
5,3.62
4,6.29
0,1.34
5,5.03
2,4.86
1,6.98
3,3.44
5,3.75
1,5.14
4,4.19
4,4.62
2,4.48
3,5.54
3,6.78
0,5.55
4,3.84
3,4.15
4,5.21
4,3.79
5,4.1
1,5.5
4,1.85
2,3.95
4,4.5
4,4.55
1,2.99
4,5.04
2,2.73
4,4.71
1,6.29
1,4.26
2,4.79
0,2.43
0,2.62
4,5.23
4,4.92
5,2.24
0,3.58
0,4.96
0,3.3
3,3.55
5,5.66
4,4.47
0,4.27
2,4.1
0,2.16
3,4.46
2,3.36
0,2.56
5,3.47
3,3.91
1,5.97
0,3.35
5,4.14
3,4.31
4,3.57
3,5.93
3,6.4
3,3.86
0,4.81
2,3.65
5,5.34
4,4.43
2,4.41
3,5.77
5,4.12
5,5.37
3,4.92
3,4.35
0,6.55
5,3.29
0,6.62
2,4.63
4,4.9
3,4.73
5,3.93
0,0.0
5,4.06
5,6.68
4,4.48
3,5.12
3,5.11
2,5.56
3,5.01
0,7.0
1,4.49
4,5.68
4,3.31
5,5.06
5,4.68
2,4.16
1,3.69
4,4.28
2,5.07
2,5.72
1,4.07
5,7.0
1,4.43
3,6.36
5,3.86
5,4.61
0,4.12
2,5.57
5,4.53
5,3.97
4,5.51
0,4.1
1,4.81
5,3.91
2,6.24
5,3.34
3,7.0
3,6.48
0,3.44
0,7.0
1,4.54
0,5.15
1,5.76
5,2.94
2,6.4
3,5.5
2,4.16
2,4.67
1,5.82
5,3.88
2,4.97
0,2.95
0,5.25
0,0.0
1,3.14
3,4.66
5,3.6
1,5.93
4,5.11
0,3.96
3,5.08
1,6.58
5,5.52
3,4.89
1,6.13
4,4.51
4,4.61
0,7.0
0,3.25
5,3.8
5,3.16
0,1.15
3,5.11
1,3.48
2,3.48
2,3.46
2,4.03
2,5.11
1,7.0
3,5.31
0,0.0
0,0.85
2,5.6
3,5.47
2,5.34
1,4.34
4,5.77
4,2.6
5,4.28
4,5.65
2,5.67
2,5.48
5,3.9
3,5.79
0,7.0
3,5.12
3,4.05
0,7.0
2,5.86
5,5.9
4,5.04
4,6.94
3,5.97
5,5.19
2,5.32
0,6.02
1,4.32
1,5.5
4,4.9
0,7.0
0,1.72
0,4.34
3,3.76
3,6.6
2,4.88
0,5.09
3,4.72
4,4.04
2,4.94
0,5.57
2,5.29
0,4.53
3,6.59
3,5.63
2,4.49
3,4.84
3,6.29
2,4.39
1,4.58
0,5.35
1,4.84
2,6.08
0,7.0
0,4.65
1,3.42
0,1.49
3,4.05
3,4.29
5,4.33
0,2.53
1,5.27
1,6.0
0,2.01
0,4.48
3,4.9
5,4.3
3,5.32
2,5.13
3,4.8
3,6.14
4,3.39
1,6.63
1,2.61
1,4.73
1,5.66
0,4.18
0,4.84
3,4.97
4,5.18
2,3.01
0,6.2
0,1.81
1,5.82
4,3.48
2,4.69
1,3.08
1,3.9
0,2.1
5,2.19
1,2.95
3,5.41
2,5.5
2,5.6
5,4.32
5,4.35
3,3.95
3,4.73
1,6.37
1,6.4
3,7.0
5,4.04
2,5.05
5,2.3
1,5.38
1,4.37
1,5.16
3,4.47
5,6.13
0,0.9
4,3.43
3,5.01
1,3.98
0,3.25
5,0.68
1,4.74
2,4.66
1,4.88
1,5.56
3,3.5
5,5.61
4,3.58
0,2.79
0,7.0
3,5.51
2,5.04
3,3.57
2,4.3
1,5.46
5,5.45
0,2.59
1,4.29
0,2.27
5,3.78
3,4.97
4,4.59
4,4.29
2,4.31
5,5.11
4,3.64
3,5.73
1,5.79
4,5.36
2,5.96
3,4.68
4,5.67
2,3.47
2,4.89
3,6.36
2,3.81
5,3.29
1,4.87
1,6.43
2,4.48
5,3.72
3,4.91
5,3.31
1,3.45
1,4.19
1,3.76
2,5.12
2,3.86
3,5.99
5,3.98
5,5.93
4,5.73
1,4.74
2,5.14
5,4.36
4,4.02
0,0.4
4,3.96
0,3.04
3,4.4
1,4.47
2,6.08
5,4.5
1,3.68
5,4.59
1,5.88
1,4.35
0,1.34
4,6.74
2,5.32
1,4.72
2,4.43
3,4.67
0,2.02
5,5.22
4,5.3
3,5.35
2,4.19
0,3.79
2,4.72
0,3.82
1,6.24
3,3.93
0,2.9
5,5.95
4,5.01
1,4.94
0,1.53
2,4.4
5,4.17
4,4.66
4,4.93
0,2.86
4,4.44
0,1.42
4,5.9
2,4.47
0,3.8
2,6.05
2,6.94
0,3.64
0,1.37
3,3.08
3,4.87
1,3.59
1,3.84
1,5.32
3,3.94
0,4.9
3,5.08
4,5.79
2,6.75
1,4.47
0,4.27
3,4.11
0,3.82
0,1.92
2,5.3
3,6.2
2,6.74
3,3.97
0,1.82
0,6.81
0,5.42
5,3.93
2,4.67
4,3.83
1,6.28
4,5.62
0,0.43
1,4.64
3,5.82
1,2.68
2,3.78
5,2.99
2,6.78
1,4.77
2,5.4
1,3.12
5,3.92
3,6.15
2,4.9
2,4.16
1,3.76
0,5.41
2,3.84
2,5.39
0,5.11
2,4.99
2,5.8
3,5.81
1,5.43
2,5.06
2,5.03
2,5.75
5,4.62
3,6.49
5,3.44
0,0.0
5,2.81
4,3.86
0,2.55
2,5.24
3,4.73
4,4.44
0,0.0
4,5.13
1,4.25
5,5.81
3,6.49
2,5.32
0,2.82
5,2.06
1,5.37
5,4.06
4,4.15
2,4.83
4,3.59
2,4.76
4,5.11
4,3.99
0,0.4
4,5.09
2,5.53
2,4.24
1,2.73
1,6.26
4,3.84
3,5.0
4,5.1
3,5.73
4,3.63
1,6.91
5,5.87
4,4.63
5,5.36
5,3.72
5,4.24
0,4.36
4,3.92
4,2.75
3,4.47
2,5.15
0,6.61
4,7.0
3,3.97
1,3.87
2,5.32
1,3.68
1,4.44
2,4.87
5,3.68
2,5.13
2,6.6
3,6.62
4,3.89
2,5.4
4,5.16
4,4.0
2,5.83
1,6.74
2,5.72
1,4.31
0,2.11
1,5.97
5,2.51
0,4.17
3,4.08
4,4.6
1,5.51
4,4.27
2,5.14
4,5.56
2,3.46
5,6.48
1,3.89
1,4.0
2,3.25
2,4.14
4,5.49
2,6.1
2,5.65
0,3.39
3,3.88
4,4.87
0,1.15
5,4.2
2,3.75
1,4.24
4,2.95
3,5.6
1,4.32
2,5.4
1,5.75
1,5.5
4,3.68
3,3.62
3,5.9
0,2.72
3,5.35
2,4.3
5,3.93
5,6.46
1,6.52
0,3.98
4,6.57
3,6.44
0,3.22
5,4.26
1,3.47
5,4.92
0,1.27
1,4.75
4,3.77
2,3.93
5,6.07
1,5.21
0,5.28
3,2.96
4,4.71
5,3.87
0,4.78
4,3.97
2,4.75
1,5.01
1,6.53
4,4.68
5,4.25
3,5.07
0,7.0
1,4.16
0,6.43
1,3.77
2,6.54
1,3.2
0,0.17
0,3.57
2,5.36
5,3.02
5,4.1
0,4.31
3,4.53
4,5.35
0,2.67
1,4.95
4,3.91
3,3.93
0,3.51
1,6.21
2,5.22
4,6.52
1,4.85
3,4.6
3,4.27
5,5.28
5,5.04
0,2.65
3,5.91
2,4.4
3,5.08
4,5.24
0,5.49
0,7.0
0,4.49
3,5.71
3,4.18
0,3.83
4,3.54
5,3.69
5,2.99
4,3.1
5,7.0
3,6.88
5,7.0
3,5.05
1,3.93
0,6.44
4,6.33
5,4.06
2,2.45
0,7.0
3,5.71
3,3.34
2,4.86
2,3.57
0,3.27
1,5.08
4,4.46
1,5.24
2,6.15
0,6.34
4,4.15
1,2.38
2,6.06
4,4.22
3,3.52
5,3.4
4,4.09
3,4.87
1,5.28
4,5.06
2,5.07
2,6.54
4,3.87
2,5.73
4,3.79
4,4.75
0,7.0
3,3.77
1,2.93
3,4.97
5,5.13
4,4.53
3,6.44
1,3.75
3,5.27
5,3.6
1,3.98
3,4.78
0,1.01
5,2.79
2,3.44
3,5.97
0,7.0
4,3.14
5,4.39
0,0.94
5,3.44
3,5.91
1,2.56
0,5.9
2,7.0
1,3.11
0,6.02
0,1.39
3,4.56
2,4.97
3,7.0
5,4.93
4,4.53
4,6.15
4,5.24
4,3.47
4,3.97
5,0.69
4,6.33
4,5.47
1,3.41
1,4.84
2,5.18
4,2.53
1,2.92
1,5.22
4,6.67
3,4.34
2,5.33
1,7.0
2,4.9
5,3.3
3,4.73
4,4.81
1,5.6
5,2.09
1,4.1
3,4.7
4,5.92
1,5.67
3,4.75
5,5.24
4,4.6
5,7.0
1,5.71
4,4.0
3,5.9
2,5.6
2,4.39
0,2.32
3,5.54
3,6.05
1,4.69
2,6.04
5,5.64
1,5.13
3,6.15
2,6.14
4,4.77
0,5.62
2,4.61
3,4.65
2,3.45
4,3.85
2,4.37
0,3.99
5,6.28
1,4.77
1,4.16
5,4.43
2,5.48
1,3.49
4,4.04
1,3.29
5,4.68
0,4.48
1,6.0
4,5.24
3,5.43
5,3.98
0,3.18
3,6.77
2,5.61
3,5.15
4,6.52
0,4.01
4,2.64
3,3.1
2,5.31
1,4.42
0,4.69
4,4.4
0,7.0
1,4.28
3,6.82
4,4.67
4,4.05
3,4.1
2,4.6
1,4.73
4,4.13
0,6.0
3,3.71
4,4.26
1,6.05
3,3.01
5,2.94
4,5.25
2,4.81
5,6.37
1,3.65
0,7.0
4,5.26
5,3.98
4,5.87
1,5.03
1,4.8
4,6.91
3,5.1
0,2.91
2,4.5
4,7.0
0,3.33
4,3.79
3,5.41
5,4.59
1,4.36
2,4.63
4,4.0
2,3.57
3,4.59
5,4.8
1,3.7
4,4.9
3,5.74
5,5.76
0,0.0
1,4.68
3,5.99
5,3.85
1,5.04
0,7.0
4,3.12
2,3.3
1,2.91
1,5.86
3,6.46
3,3.87
4,3.68
5,5.44
1,4.15
2,5.59
0,3.82
2,4.73
3,4.43
3,5.36
5,5.59
4,5.55
1,6.38
5,7.0
5,7.0
5,5.31
4,5.34
4,4.49
5,7.0
4,3.77
3,5.02
2,5.5
4,5.23
1,5.6
3,3.69
5,6.04
3,4.3
1,5.8
4,4.8
5,4.23
1,3.84
4,4.57
1,5.41
3,5.51
1,5.49
3,5.5
4,2.45
0,4.14
5,5.23
0,6.24
5,6.88
3,5.76
1,4.02
3,5.49
2,6.42
3,5.12
2,4.89
3,3.52
4,5.03
3,3.06
4,4.54
0,4.24
2,5.84
2,4.4
4,6.01
4,4.4
5,3.12
3,5.16
4,2.8
5,6.89
5,2.08
3,4.9
2,5.52
4,4.1
4,5.77
3,6.02
3,5.04
4,4.71
3,4.58
1,4.49
3,5.63
3,4.72
2,5.13
4,4.29
3,5.17
2,5.99
5,5.23
0,6.69
4,4.63
5,7.0
1,6.56
5,3.61
3,6.49
1,5.14
0,3.88
2,5.08
5,4.05
4,4.94
2,5.06
3,5.26
1,4.34
3,4.38
3,5.93
4,4.15
0,3.64
0,7.0
2,4.61
4,3.22
1,4.8
4,5.45
0,5.63
5,6.12
3,6.45
3,4.51
1,3.61
1,6.02
2,4.72
3,6.1
2,5.84
3,6.41
0,2.49
5,1.79
4,4.45
3,4.36
2,6.09
2,3.56
2,4.44
1,5.71
4,4.08
0,3.53
5,3.36
5,3.32
3,3.18
2,4.57
3,4.28
0,3.44
0,2.13
1,2.46
1,5.43
1,4.56
2,5.32
2,6.62
3,6.14
4,3.66
4,2.53
0,1.81
5,4.75
2,4.6
5,3.25
3,5.35
5,3.08
2,4.65
4,5.37
3,5.06
2,4.63
5,0.24
5,5.19
1,4.0
3,5.44
2,5.12
0,4.94
3,3.75
4,4.15
0,5.31
1,5.54
1,3.87
4,2.38
1,5.18
0,7.0
5,4.65
2,3.69
3,5.06
0,2.98
5,2.16
3,5.62
1,5.62
4,3.55
2,4.56
1,4.72
3,4.42
0,4.77
5,1.51
3,5.02
5,2.51
4,3.89
4,4.58
5,4.55
0,2.67
1,4.2
2,5.87
2,5.92
5,4.81
1,3.84
4,3.84
3,4.78
0,3.12
5,6.23
5,4.72
2,5.73
5,4.44
5,3.14
5,3.13
4,4.51
1,4.47
3,5.35
5,6.24
5,2.02
0,7.0
0,7.0
4,3.55
5,5.63
5,4.63
1,3.58
0,3.28
4,5.66
5,5.16
5,4.78
4,4.73
4,2.44
1,5.08
1,4.88
3,5.67
5,4.55
5,3.0
5,4.7
4,5.18
5,1.97
4,5.85
4,7.0
5,4.3
0,1.09
0,0.0
5,3.67
1,4.98
1,4.19
2,5.26
5,6.59
3,3.87
5,3.65
0,1.96
3,4.71
5,3.69
5,7.0
1,4.69
2,4.38
0,2.24
0,2.54
4,4.41
2,4.02
3,5.0
3,3.47
2,4.74
0,2.74
0,6.64
1,6.09
0,3.04
0,7.0
4,4.79
2,3.98
2,4.58
0,0.5
3,4.64
4,3.9
3,4.07
2,6.0
0,3.58
0,3.59
0,6.73
1,3.39
1,4.94
5,3.85
4,6.41
2,5.09
5,4.24
2,4.07
5,5.83
1,5.12
4,5.15
0,7.0
5,4.56
0,6.44
5,5.38
1,3.11
1,3.28
5,5.45
2,4.04
2,4.92
2,4.33
4,3.87
1,5.4
3,5.08
5,5.53
0,0.49
0,7.0
0,3.98
2,4.57
3,5.7
3,4.28
2,4.71
3,3.15
5,4.51
4,4.7
0,3.94
4,4.7
4,5.86
2,3.44
2,4.44
3,5.41
1,5.22
4,4.19
1,2.26
5,3.15
5,5.93
4,3.14
1,6.45
3,5.54
4,7.0
0,7.0
4,4.41
5,3.57
4,3.46
0,1.49
2,4.17
0,2.9
1,3.54
2,3.67
4,3.67
3,6.68
1,4.7
4,6.5
4,5.66
3,3.98
0,3.04
0,4.27
3,4.76
3,5.87
0,2.88
4,4.22
0,2.43
1,4.99
0,7.0
2,6.16
4,4.39
0,5.25
5,3.95
0,5.57
1,5.25
2,3.15
2,5.03
4,4.88
1,3.96
3,4.51
4,1.6
0,0.41
3,4.4
4,6.13
2,5.2
1,2.79
0,4.79
0,2.23
2,4.14
1,5.72
0,4.67
2,4.71
4,5.54
1,3.56
0,5.86
5,6.7
0,6.33
2,5.2
3,2.81
1,5.21
1,5.31
4,7.0
3,4.77
1,5.19
4,3.74
0,3.99
4,4.14
4,3.4
5,5.54
3,4.83
3,4.18
2,2.09
4,3.27
0,5.85
1,3.4
0,3.11
2,6.01
4,4.51
4,2.72
1,4.03
1,4.53
3,6.4
3,4.92
1,4.6
2,6.8
2,4.46
4,3.97
3,5.52
1,4.03
5,3.83
0,6.73
0,0.0
5,3.55
1,4.84
4,6.47
4,3.68
4,4.03
4,5.79
5,3.36
5,3.42
2,5.02
5,3.9
1,5.8
1,3.97
3,6.48
4,3.8
1,3.48
5,5.76
0,5.75
2,3.63
1,4.25
4,5.55
2,3.62
4,4.02
4,3.92
2,6.34
4,4.02
2,4.43
2,4.9
4,2.53
0,4.16
4,3.27
2,4.08
3,5.1
2,3.95
5,5.26
1,4.31
1,5.0
5,4.45
1,3.91
0,4.28
4,5.55
1,6.07
0,2.23
1,5.12
4,4.36
2,4.83
0,4.18
4,3.81
1,4.91
0,3.97
1,6.91
2,6.08
3,3.56
3,5.46
2,5.39
1,6.0
0,3.28
2,4.67
1,3.11
4,3.75
0,6.15
4,4.09
5,3.45
2,4.27
0,7.0
0,5.0
1,7.0
4,4.32
1,4.32
1,4.76
5,3.28
5,3.81
3,3.88
0,6.94
3,4.66
4,3.72
5,6.27
1,4.61
3,4.91
2,3.62
3,5.8
1,5.52
5,3.71
2,4.75
3,4.42
0,2.71
2,3.37
3,4.91
4,6.38
3,4.01
5,7.0
4,5.13
2,4.89
1,4.27
1,4.43
3,6.67
5,4.73
3,3.7
0,3.21
1,4.78
4,3.73
5,4.32
3,5.61
2,4.89
1,4.26
0,6.38
4,3.99
1,7.0
0,6.55
0,4.79
5,0.0
1,5.39
3,5.04
4,4.68
5,3.79
4,2.92
3,4.79
2,5.12
2,4.43
5,3.15
5,5.08
5,6.1
4,6.74
4,5.26
3,5.84
5,4.51
0,1.02
4,4.87
4,5.11
0,5.88
0,2.8
4,3.92
2,5.02
5,3.95
5,3.0
2,6.09
5,3.65
4,5.59
5,4.04
0,2.14
3,5.32
2,4.8
4,6.37
0,3.03
2,5.73
1,3.64
4,3.27
2,5.24
3,4.89
5,7.0
1,4.85
2,4.95
1,4.09
2,5.46
4,4.93
0,3.79
5,4.78
3,5.57
3,7.0
2,5.3
0,5.12
3,5.76
3,6.39
0,2.73
1,5.46
0,3.74
5,5.18
2,3.98
4,4.03
0,2.68
2,5.53
5,3.01
3,5.79
0,3.31
0,2.34
0,1.05
0,7.0
0,1.38
3,4.34
4,4.43
1,4.98
2,4.63
1,4.96
4,4.36
1,5.74
3,4.56
3,5.84
0,6.72
1,3.55
5,4.23
4,5.03
4,4.38
1,3.1
4,2.99
4,5.78
1,5.39
3,6.48
0,5.08
4,4.53
3,5.36
5,4.95
1,5.03
0,2.02
1,4.79
0,2.54
1,3.14
5,4.62
0,3.22
0,2.33
4,3.64
2,5.54
2,4.97
5,4.96
4,3.17
4,4.76
2,4.51
3,5.43
2,3.71
4,4.46
4,5.33
0,7.0
4,1.48
4,3.83
4,6.07
3,6.47
3,4.59
2,5.76
2,6.99
3,6.01
2,4.7
0,3.18
3,5.04
1,5.17
0,6.82
3,6.37
1,5.32
3,5.77
4,5.33
5,7.0
2,3.96
4,4.82
4,5.24
5,6.66
0,4.44
1,4.85
3,3.78
2,5.55
5,3.43
0,6.07
4,3.94
0,7.0
3,3.11
5,5.23
0,1.97
1,2.7
4,6.0
0,4.2
3,6.4
0,5.47
1,3.53
1,3.47
0,3.56
0,3.87
0,5.03
5,1.58
0,3.03
3,3.47
1,3.62
5,1.61
1,3.26
2,3.6
2,5.67
5,2.06
3,4.57
1,3.13
3,3.6
3,4.12
1,5.33
2,4.51
4,3.98
4,3.39
1,4.71
0,7.0
5,5.53
5,6.61
0,7.0
3,5.57
3,4.44
0,2.78
5,6.52
5,5.11
5,3.09
0,6.43
1,5.41
5,4.43
5,5.43
1,3.34
3,4.42
4,3.27
0,6.75
0,3.97
2,5.47
5,2.87
4,4.9
2,4.97
1,3.87
4,4.63
2,5.76
1,3.88
5,4.35
3,5.76
4,4.15
2,6.85
0,6.07
3,3.99
5,4.78
5,1.97
4,3.57
5,6.64
5,1.91
1,4.36
5,5.38
5,1.51
0,1.14
4,5.27
2,5.13
2,5.56
3,5.0
0,7.0
4,2.89
5,2.4
5,4.64
5,3.06
1,4.44
2,4.69
5,4.5
5,5.99
5,3.83
4,4.86
4,4.03
0,1.45
1,4.2
0,2.24
1,3.81
3,4.78
3,4.69
0,0.0
1,4.45
4,4.75
3,4.67
1,3.64
3,3.94
0,0.0
0,5.77
4,4.62
3,4.06
4,5.42
4,2.22
3,5.65
0,4.46
4,5.49
3,4.67
2,3.44
1,4.2
4,6.3
4,4.31
1,4.61
5,4.93
1,4.98
4,4.74
4,4.12
0,6.43
2,3.86
1,5.02
3,5.62
5,6.44
2,4.71
3,4.86
3,4.12
3,5.8
3,5.64
5,6.25
2,4.4
0,7.0
2,4.59
2,3.97
0,0.95
4,6.65
4,3.98
5,3.9
5,5.16
1,4.87
2,3.87
5,2.37
3,1.86
1,4.63
2,5.14
5,2.45
4,2.68
2,5.15
5,3.25
5,7.0
0,0.0
0,4.02
1,4.52
0,7.0
5,0.4
0,2.95
1,5.22
5,3.81
0,6.6
2,5.82
1,6.24
5,3.38
2,4.95
0,4.29
4,3.5
4,4.99
3,3.63
1,5.13
4,4.67
2,5.68
4,3.44
0,3.29
4,3.14
3,5.97
2,5.3
2,3.85
0,7.0
5,3.72
3,3.68
1,4.37
0,6.8
0,5.82
2,5.32
2,3.7
2,5.13
5,3.23
5,5.66
1,3.8
1,5.57
1,3.23
4,2.18
5,3.0
3,4.59
2,4.95
4,3.88
2,5.34
5,6.16
3,4.37
2,6.18
3,4.35
4,3.69
0,5.52
0,7.0
5,2.19
4,4.58
1,5.31
3,5.38
0,1.79
2,3.16
1,4.88
1,5.18
0,4.18
3,4.43
3,5.05
0,3.83
0,7.0
4,3.0
1,5.76
4,3.17
4,5.4
0,1.92
0,4.12
1,6.48
3,6.54
0,4.45
3,5.69
4,4.91
1,5.8
0,3.91
1,4.54
5,1.77
4,5.03
5,1.03
2,4.83
5,2.95
3,5.37
5,2.7
0,7.0
5,4.44
4,4.61
1,6.02
0,7.0
5,6.78
4,2.69
0,1.61
0,0.17
3,4.0
1,2.69
5,5.44
0,3.89
4,4.74
0,3.57
1,6.48
2,3.2
1,6.63
3,3.75
4,5.34
0,0.9
5,4.05
3,5.79
1,4.77
2,4.38
0,2.53
1,3.73
0,4.97
3,4.43
5,6.46
4,4.9
0,4.1
3,6.0
4,4.2
0,1.27
1,3.29
2,5.84
1,5.21
1,4.92
4,2.82
5,3.6
1,4.66
1,5.35
3,4.72
2,5.43
0,3.81
5,1.34
3,5.41
0,4.22
1,6.06
3,4.5
0,5.29
2,5.58
3,5.03
2,6.41
0,5.06
1,6.94
5,3.61
0,3.13
4,5.94
0,6.71
3,4.38
1,4.13
3,4.02
5,5.05
4,5.04
2,5.25
5,6.94
5,3.96
3,5.47
3,3.73
0,4.87
5,5.93
0,0.8
5,0.63
3,5.29
3,5.23
5,3.96
1,4.81
1,5.78
0,5.02
3,4.46
1,4.41
4,6.93
2,4.49
3,6.04
1,5.04
2,4.33
0,3.78
0,4.28
5,3.95
5,3.57
2,4.93
2,5.81
3,5.63
4,4.87
1,3.97
2,5.63
1,2.98
3,5.03
4,1.38
2,3.71
2,4.73
4,3.61
5,6.22
0,1.07
2,5.32
0,0.48
5,5.82
0,7.0
2,4.91
5,0.37
0,5.35
4,3.47
4,4.41
2,5.23
3,4.89
4,3.84
5,4.77
0,5.53
5,5.35
5,5.09
2,4.94
0,3.49
3,4.3
1,5.05
1,3.35
5,1.57
0,4.29
0,6.38
5,7.0
1,5.91
5,5.4
0,3.13
0,2.63
1,4.32
4,5.05
3,5.15
0,7.0
0,7.0
3,4.6
3,5.78
0,5.33
0,3.84
3,3.19
1,5.18
3,5.24
5,4.96
0,3.92
3,5.7
0,6.2
0,5.36
3,5.29
2,7.0
1,5.1
2,6.01
1,7.0
1,4.86
2,5.0
0,0.6
3,3.96
0,0.62
3,4.45
5,4.42
5,4.37
0,5.38
0,3.03
1,3.05
3,2.96
3,3.45
2,4.66
4,3.71
0,4.45
2,3.92
1,3.73
5,6.27
4,5.35
2,4.76
0,2.52
0,2.77
1,5.05
1,5.4
4,5.26
0,7.0
5,5.05
4,6.54
5,4.59
5,4.26
2,6.51
2,5.11
2,6.08
1,6.35
0,4.13
4,5.81
1,3.28
5,4.83
2,6.63
1,4.19
5,3.95
2,5.1
2,6.29
4,4.17
5,3.62
0,7.0
5,4.2
2,4.8
4,6.6
3,3.73
1,2.83
3,5.13
5,4.99
2,6.18
0,0.0
1,4.23
3,3.95
3,5.71
4,5.55
2,3.9
0,4.41
5,5.19
2,3.69
2,7.0
5,5.06
1,4.77
4,3.83
1,4.45
5,4.62
1,4.83
0,6.59
3,6.28
0,4.67
1,3.84
1,7.0
0,7.0
0,2.73
0,7.0
5,2.85
4,2.35
5,3.93
3,5.1
4,6.64
2,5.08
5,6.16
0,3.11
5,3.96
5,6.28
4,5.26
1,5.48
5,1.31
0,4.1
1,3.39
2,3.35
4,3.47
4,4.09
3,5.3
1,3.65
4,4.87
4,3.45
3,6.56
5,2.56
4,4.13
0,3.4
0,1.47
2,4.96
5,2.24
2,4.82
5,5.2
3,2.87
0,4.19
4,5.26
5,2.95
2,4.63
3,5.43
5,3.99
3,6.06
3,5.39
2,6.13
3,4.04
1,4.14
2,4.78
2,4.71
1,5.77
5,4.25
2,1.95
1,4.98
0,3.47
0,6.54
4,4.09
0,7.0
2,5.19
3,4.16
0,7.0
5,5.62
4,5.68
0,5.9
3,4.15
2,5.92
